"date_of_notice","card_date","month_year","date_of_notice_additional_info","event_number","rapid_response_specialist","reason_stated_for_filing","company","address","location","county","wdb_name","region","contact","phone","business_type","number_affected","raw_number_affected","rescission_amend","total_employees","raw_total_employees","not_affected","layoff_date","closing_date","reason_for_dislocation","fein_num","union","classification_and_additional_info"
"2022-05-18","May 18, 2022","May 2022","Rescission: 6/20/2022","2021-0078","Stuart Goldberg","Plant Closing","Preferred Meal Systems, Inc./The Maramont Corporation","","Kings |Wdb Name: New York City | Region: New York City","Kings","New York City","New York City","Pamela Souza, Vice President of Human Resources","(980) 585-0629","Provide healthy quality packed foods","47",47,0,"331",331,284,"The business is rescinding the prior WARN notice issued on May 18, 2022 impacting the 284 employees working at the 5600 1st Avenue, Brooklyn, NY 11220 site. Note: The business has entered into an agreement to sell the assets of the Brooklyn site to Whitsons Culinary Group, whereby Whitsons will continue operations and have extended offers of continued employment to the majority of the individuals employed at the site.","8/16/2022","Economic","36-2664596","Laundry,Distribution and Food Service Joint Board, Workers United, an SEIU affiliate United Production Workers Union, Local 17-18 York-New Jersey Regional Joint Board, Workers United, an SEIU Affiliate, Local 132","Plant Closing Preferred Meal Systems, Inc./The Maramont Corporation sites: 5600 1st Ave, Brooklyn, NY, 11220 (284 employees affected) 2016 Pitkin Avenue, Brooklyn, NY 11207 (47 employees affected)"
"2022-06-15","June 15, 2022","June 2022",NA,"2021-0085","Amy Riter","Plant Closing","Far-Go Logistics LLC","800 Riverwalk Parkway","Erie |Wdb Name: Erie | Region: Western Region","Erie","Erie","Western Region","Carla Hernandez, Co-Owner/Operations Manager","(716) 335-3431","Insured logistics outsource solution for companies","72",72,72,"72",72,0,"The business will be permanently closing effective September 15, 2022 affecting 72 employees. All separations are expected to occur on September 15, 2022.","9/15/2022","Results of a company transfer","85-3433753","The employees are not represented by a union.","Plant Closing"
"2022-06-07","June 7, 2022","June 2022",NA,"2021-0084","Stuart Goldberg","Plant Layoff","Berenberg Capital Markets, LLC","1251 Ave. of the Americas","New York |Wdb Name: New York City | Region: New York City","New York","New York City","New York City","Theresa Rinaldi-Reisch, Senior HR Manager","(646) 949-9000","Financial planner","47",47,47,"----",NA,NA,"The business will be permanently separating a total of 47 employees effective September 6, 2022.","----","Economic","13-3867443","The employees are not represented by a union.","Plant Layoff"
"2022-06-01","June 1, 2022","June 2022",NA,"2021-0083","Regenna Darrah","Plant Closing","Coram, CVS Specialty Infusion Services","12 Jupiter Lane","Albany |Wdb Name: Capital District | Region: Capital Region","Albany","Capital District","Capital Region","Christina Gawrysh, Director, HR Business Partner","(224) 301-0376","Medical clinic","70",70,70,"70",70,0,"The business will be permanently closing its Albany facility affecting a total of 70 employees. Separations will occur during the 14-day period starting on September 4, 2022.","9/18/2022","Economic","58-1813486, 84-1300129","The employees are not represented by a union.","Plant Closing"
"2022-06-01","June 1, 2022","June 2022",NA,"2021-0082","Stuart Goldberg","Plant Closing","Coram, CVS Specialty Infusion Services","48-23 55th Avenue","Queens |Wdb Name: New York City | Region: New York City","Queens","New York City","New York City","Christina Gawrysh, Director, HR Business Partner","(224) 301-0376","Medical clinic","138",138,138,"138",138,0,"The business will be permanently closing its Maspeth facility affecting a total of 138 employees. Separations will occur during the 14-day period starting on September 4, 2022.","9/18/2022","Economic","58-1813486, 84-1300129","The employees are not represented by a union.","Plant Closing"
"2022-01-25","January 25, 2022","January 2022","Rescission: 6/2/2022","2021-0042","Elias Flores","Plant Closing","City Carting of Westchester, Inc.","","Westchester |Wdb Name: Westch/Ptnm | Region: Mid-Hudson Region","Westchester","Westch/Ptnm","Mid-Hudson Region","Robert G. Oxer, Company President","(914) 423-0420","Waste Management","79",79,0,"79",79,0,"The business has been further authorized by Westchester County Solid Waste Commission to engage in the waste management business through March 1, 2023. Therefore, most recent layoffs anticipated to occur May 25, 2022 have been rescinded.","End of business day on 4/25/2022.","The layoffs will be the result of a Stipulation of Settlement that resolves a proceeding commenced by the Westchester County Solid Waste Commission (SWC).","72-1564206","Private Sanitation Union Local 813","Plant Closing City Carting of Westchester, Inc. sites: 1 A, Stew Leonard Dr, Yonkers, NY 10710 (71 employees) 167 ROA Hook Rd., Cortlandt Manor, NY 10567 (2 employees) 41 Brockway Place, White Plains, NY, 10601 (3 employees) 10 Kimball Place, Mt. Vernon, NY, 10550 (3 employees)"
"2022-06-02","June 2, 2022","June 2022",NA,"2021-0081","Jason Kirchoff","Plant Closing","Silgan Containers Manufacturing Corporation","8673 Lyons Marengo Rd.","Wayne |Wdb Name: Finger Lakes | Region: Finger Lakes Region","Wayne","Finger Lakes","Finger Lakes Region","Brian Pulford, Manager, Employee & Labor Relations","(262) 569-2129","A solutions-based manufacturer of metal food containers","65",65,65,"65",65,0,"The business will be permanently closing affecting a total of 65 employees effective September 2, 2022.","9/2/2022","Due to Loss of customer base","06-1502009","UFCW Local One","Plant Closing"
"2022-06-01","June 1, 2022","June 2022",NA,"2021-0080","Paula Yerdon","Plant Layoff","Deli-Boy Inc.","100 Matthews Ave.","Onondaga |Wdb Name: Onondaga | Region: Central Region","Onondaga","Onondaga","Central Region","Brian A. Zilo, SVP of Human Resources","(586) 563-2888","Food distribution","35",35,35,"52",52,17,"There will be a permanent mass layoff at the business affecting a total of 35 employees. All separations are expected to occur on August 29, 2022.","----","This decision is based on offering our customers the widest selection of products in the fastest possible time, without compromising service levels and being as efficient as possible.","45-2850624","The employees are not represented by a union.","Plant Layoff"
"2022-05-25","May 25, 2022","May 2022",NA,"2021-0079","Stuart Goldberg","Plant Closing","The Research Foundation for the State University of New York at","Downtown Health Sciences University - ICLC","Kings |Wdb Name: New York City | Region: New York City","Kings","New York City","New York City","Gary Leipzig, Associate Director, HR","(718) 270-1182","Infant Child Learning Center","26",26,26,"26",26,0,"The Research Foundation for the State University of New York at Downtown Health Sciences University will be closing the Infant Child Learning Center (ICLC) effective 8/31/2022. Separations affecting 26 employees at the ICLC will occur on 8/31/2022 and may be extended up to 30 days for a few employees.","8/31/2022","Economic","14-1368361","United Federation of Teachers","Plant Closing"
"2022-05-18","May 18, 2022","May 2022",NA,"2021-0078","Stuart Goldberg","Plant Closing","Preferred Meal Systems, Inc./The Maramont Corporation","","Kings |Wdb Name: New York City | Region: New York City","Kings","New York City","New York City","Pamela Souza, Vice President of Human Resources","(980) 585-0629","Provide healthy quality packed foods","331 (total employees at both sites)",331,0,"331",331,0,"The separations of the affected employees will take place on August 16, 2022, or within 14 days thereafter.","8/16/2022","Economic","36-2664596","Laundry,Distribution and Food Service Joint Board, Workers United, an SEIU affiliate United Production Workers Union, Local 17-18 York-New Jersey Regional Joint Board, Workers United, an SEIU Affiliate, Local 132","Plant Closing Preferred Meal Systems, Inc./The Maramont Corporation sites: 5600 1st Ave, Brooklyn, NY, 11220 (284 employees affected) 2016 Pitkin Avenue, Brooklyn, NY 11207 (47 employees affected)"
"2022-05-16","May 16, 2022","May 2022",NA,"2021-0077","Paula Yerdon","Plant Closing","Advance Local Media, LLC","101 North Salina Street","Onondaga |Wdb Name: Onondaga | Region: Central Region","Onondaga","Onondaga","Central Region","Eric Adler, VP and General Counsel","(212) 286-8202","Digital Media & Marketing Agency","41",41,41,"41",41,0,". Separations affecting a total of 41 employees will begin on 8/14/2022 and be completed by 10/8/2022.","8/14/2022 (few employees will be remaining until 10/8/2022)","Economic","82-1985384","The employees are not represented by a union.","Plant Closing"
"2022-05-11","May 11, 2022","May 2022",NA,"2021-0076","Stuart Goldberg","Temporary Plant Closing","RHS Wine, LLC (at WSNYC, WS New York Tavern & WS Lifestyle Club)","","New York |Wdb Name: New York City | Region: New York City","New York","New York City","New York City","Laurie Smith, Chief Financial Officer","(212) 695-0351","Liquor business / industry within the Wholesale Trade","66",66,66,"66",66,0,"The business will be temporarily closing its operations on or about August 9, 2022 for renovation purposes and will affect 66 employees. Note: In connection with the temporary closing, the company will also be transferring management of the business operations to Major Management TCZ LLC, (MFG). Employees are welcome to apply through MFG to continue to work for the business upon reopening 4th quarter of 2022 or 1st quarter of 2023.","8/9/2022","Transferring management of the busiiness operations to Major Management TCZ LLC, (MFG).","36-4874699","The employees are not represented by a union.","Temporary Plant Closing RHS Wine, LLC (at WSNYC, WS New York Tavern & WS Lifestyle Club) sites: 37 Hudson Yards, New York, NY 10001 (63 employees) 55 Hudson Yards, Ste 22C, New York, NY 10001 (3 employees)"
"2022-05-06","May 6, 2022","May 2022",NA,"2021-0075","Frederick Danks","Plant Closing","Ben Elias Industries, Corp. and Kenco Retail Inc.","","Nassau |Wdb Name: Hempstead | Region: Long Island","Nassau","Hempstead","Long Island","Danielle Elias, In House Counsel","(646) 450-5291","Distributors of ladies' men's, & children's sportswear","79 (total employees at both sites)",79,79,"79",79,0,"The business will be closing on or before 8/4/2022 affecting a total of 79 employees who will be separated between 8/4/2022 and 8/18/2022.","Closing on or before 8/4/2022","Economic","13-1967197","Local 888 UFCW, AFL-CIO","Plant Closing Ben Elias Industries, Corp. and Kenco Retail Inc. sites: 223 West Merrick Road, Valley Stream, New York 11580 (8 employees) 100 Inip Drive, Inwood, NY 11096 (71 employees)"
"2022-05-06","May 6, 2022","May 2022",NA,"2021-0074","Stuart Goldberg","Plant Closing","Ben Elias Industries, Corp. and Kenco Retail Inc.","","Queens, New York |Wdb Name: New York City | Region: New York City","Queens, New York","New York City","New York City","Danielle Elias, In House Counsel","(646) 450-5291","Distributors of ladies' men's, & children's sportswear","38 (total employees at all NYC sites)",38,38,"38",38,0,"The business will be closing on or before 8/4/2022 affecting a total of 38 employees who will be separated between 8/4/2022 and 8/18/2022.","Closing on or before 8/4/2022","Economic","13-1967197","Local 888 UFCW, AFL-CIO","Plant Closing Ben Elias Industries, Corp. and Kenco Retail Inc sites: 550 7th Avenue, 12th Floor, New York, New York 10018 (12 employees) 74-25 Grand Avenue, Maspeth, New York 11373 (8 employees) 78-14 Roosevelt Avenue, Jackson Heights, New York 11368 (9 employees) 25-15 Broadway, Long Island City, New York 11106 (9 employees)"
"2022-02-14","February 14, 2022","February 2022","Amendment: 5/8/2022","2021-0054; 2021-0055","Mike Clark, Regenna Darrah","Temporary Plant Closing","","Applegreen","Oneida |Wdb Name: Hmo | Region: Mohawk Valley Region County: Ontario |Wdb Name: Finger Lakes | Region: Finger Lakes Region","Oneida","Hmo","Mohawk Valley Region County: Ontario |WDB Name: FINGER LAKES | Region: Finger Lakes Region","Sheri Mosley, Human Resources","(302) 757-9336","A major petrol forecourt retailer","92",92,92,"92 (total affected at both sites)",92,0,"Separations for a total of 35 employees at the 7029 Aldridge Road, Victor, NY location will be postponed from 6/1/2022 to 8/8/2022.",NA,"Remodeling of travel plaza sites","86-3748074","The employees are not represented by a union.","Temporary Plant Closing Applegreen sites: 2021-0054: 5365 State Route 233, Westmoreland, NY 13490 (57 employees affected) 2021-0055: 7029 Aldridge Road, Victor, NY 14564 (35 employees affected)"
"2022-04-28","April 28, 2022","April 2022",NA,"2021-0073","Stuart Goldberg","Plant Layoff","The Avo Shopping Company, Inc.","41-38 37th Street","Queens |Wdb Name: New York City | Region: New York City","Queens","New York City","New York City","Neri Bluman, Chief Operations Officer","(347) 530-9343","A grocery delivery service","146",146,146,"----",NA,NA,"Separations affecting 146 employees will be effective on May 6, 2022. At this time, these all layoffs are expected to be permanent.","----","Economic","83-3540600","The employees are not represented by a union.","Plant Layoff"
"2022-04-27","April 27, 2022","April 2022",NA,"2021-0072","Stuart Goldberg","Plant Closing","CEVA Logistics","586 Gulf Ave.","Richmond |Wdb Name: New York City | Region: New York City","Richmond","New York City","New York City","Michelle Stempkowski, HR Manager","(732) 346-5761","A global logistics and supply chain company in both freight management and contract logistics.","136",136,136,"136",136,0,"Due to the loss of contract with IKEA, the business will be permanently closing on July 23, 2022 affecting 136 employees.","7/23/2022","Due to the loss of contract with IKEA.","23-2142673","The employees are not represented by a union.","Plant Closing"
"2022-04-12","April 12, 2022","April 2022",NA,"2021-0071","Stuart Goldberg","Plant Closing","Envision Physician Services, LLC & Richmond Emergency Medical Association, PLLC (at Richmond","University Medical Center)","Richmond |Wdb Name: New York City | Region: New York City","Richmond","New York City","New York City","Kristen Briggs, HR Manager","(813) 395-3415","National medical group","29",29,29,"29",29,0,"Twenty-nine (29) employees will be permanently separated on June 30, 2022 from Envision Physician Services, LLC (6) and Richmond Emergency Medical Association, PLLC (23).","June 30, 2022","Due to the loss of contract with Richmond University Medical Center.","82-3024963, 26-0706037","The employees are not represented by a union.","Plant Closing"
"2022-02-14","February 14, 2022","February 2022","Amendment: 4/16/2022","2021-0054; 2021-0055","Mike Clark, Regenna Darrah","Temporary Plant Closing","Applegreen","","Oneida |Wdb Name: Hmo | Region: Mohawk Valley Region County: Ontario |Wdb Name: Finger Lakes | Region: Finger Lakes Region","Oneida","Hmo","Mohawk Valley Region County: Ontario |WDB Name: FINGER LAKES | Region: Finger Lakes Region","Sheri Mosley, Human Resources","(302) 757-9336","A major petrol forecourt retailer","95",95,95,"95 (total affected at both sites)",95,0,"Separations for 57 total employees at 5365 State Route 233, Westmoreland, NY location will be postponed from 5/16/2022 to 7/16/2022. Separations will occur on 6/1/2022 for the Victor facility.",NA,"Remodeling of travel plaza sites","86-3748074","The employees are not represented by a union.","Temporary Plant Closing Applegreen sites: 2021-0054: 5365 State Route 233, Westmoreland, NY 13490 (57 employees affected) 2021-0055: 7029 Aldridge Road, Victor, NY 14564 (38 employees affected)"
"2022-04-15","April 15, 2022","April 2022",NA,"2021-0070","Stuart Goldberg","Plant Closing","Housing Works Inc. at:","","New York, Queens |Wdb Name: New York City | Region: New York City","New York, Queens","New York City","New York City","Jewel Allred, Vice President of Human Resources","(718) 408-6547","Hotel services","131",131,131,"131",131,0,"The business will no longer operate two COVID-19 quarantine hotels, permanently affecting a total of 131 employees at both sites.","The Holiday Inn is expected to close as early as May 22, 2022, but no later than June 30, 2022. The Marriot Towne Suites will close no later than June 30, 2022.","Due to the loss of two temporary contracts with the New York City Department of Homeless Services.","13-3584089","Retail Whole & Department Store Union, Local 338","Plant Closing"
"2021-08-18","August 18, 2021","August 2021","And 8/26/2021 Amendment: 4/14/2022","2021-0009","Stuart Goldberg","Plant Closing","Aclara Smart Grid Solutions, LLC","1970 Pitkin Ave","Kings, Bronx |Wdb Name: New York City | Region: New York City","Kings, Bronx","New York City","New York City","Bette Jacques, Director of Human Resources","(603) 749-8224","Utilities management","565 (total employees at both sites)",565,565,"565",565,0,"Permanent separations for 63 employees will be postponed from the 14-day period commencing on 4/1/2022 to the 14-day period commencing on 4/18/2022 (59), the 14-day period commencing on 4/29/2022 (1), and the 14-day period commencing on 5/13/2022 (3).","The Brooklyn site closed 12/31/2021. Closing date is to be determined for the Bronx site.","Completion of stand-alone project","35-2547202","Communications Workers of America (""CWA""), Local 1109","Plant Closing"
"2022-01-25","January 25, 2022","January 2022","Amendment: 4/12/2022","2021-0042","Elias Flores","Plant Closing","City Carting of Westchester, Inc.","","Westchester |Wdb Name: Westch/Ptnm | Region: Mid-Hudson Region","Westchester","Westch/Ptnm","Mid-Hudson Region","Robert G. Oxer, Company President","(914) 423-0420","Waste Management","79",79,79,"79",79,0,"Separations for all 79 employees at four sites have been postponed from April 25, 2022 to May 24, 2022.","End of business day on 4/25/2022.","The layoffs will be the result of a Stipulation of Settlement that resolves a proceeding commenced by the Westchester County Solid Waste Commission (SWC).","72-1564206","Private Sanitation Union Local 813","Plant Closing City Carting of Westchester, Inc. sites: 1 A, Stew Leonard Dr, Yonkers, NY 10710 (71 employees) 167 ROA Hook Rd., Cortlandt Manor, NY 10567 (2 employees) 41 Brockway Place, White Plains, NY, 10601 (3 employees) 10 Kimball Place, Mt. Vernon, NY, 10550 (3 employees)"
"2022-01-27","January 27, 2022","January 2022",NA,"2021-0044","Corinda Clark","Plant Layoff","Elmira Savings Bank","","Chemung |Wdb Name: Css | Region: Southern Region","Chemung","Css","Southern Region","Kelly Shaw, VP Human Resources, Community Bank","(315) 445-7334","Banking","33 (Total employees at both sites)",33,33,"33",33,0,"Permanent separations affecting 33 employees will occur beginning on 5/13/2022 and will run through 7/7/2022.","7/7/2022","As a result of the acquisition of Elmira Savings Bank by Community Bank, N.A., a subsidiary of Community Bank.","16-0422120","The employees are not represented by a union.","Plant Layoff Elmira Savings Bank sites: 333 E. Water Street, Elmira, NY 14901 971 County Road 64, Elmira, NY 14903"
"2022-04-01","April 1, 2022","April 2022",NA,"2021-0069","Stuart Goldberg","Plant Closing","Amazon (Amazon 4-star, Books, and Pop Up stores)","","New York |Wdb Name: New York City | Region: New York City","New York","New York City","New York City","Jennifer Cruickshank, Director, Public Policy and Community Engagement","(202) 442-2900","An American multinational technology company which focuses on e-commerce, cloud computing, digital streaming, and artificial intelligence.","51",51,51,"51",51,0,"Due to the permanent closing of four sites in New York City effective 4/9/2022, 51 employees will be separated on 7/7/2022.","4/9/2022","Economic","82-0544687","The employees are not represented by a union.","Plant Closing Amazon (Amazon 4-star, Books, and Pop Up stores) sites: 7 W 34th Street, New York City, NY 10001 (14 employees affected) 10 Columbus Circle, New York City, NY 10019 (20 employees affected) 72 Spring Street, New York City, NY 10012 (11 employees affected) 423 W 14th Street, New York City, NY 10014 (6 employees affected)"
"2022-04-01","April 1, 2022","April 2022",NA,"2021-0068","Frederick Danks","Plant Closing","Weiss Instruments LLC","905 Waverly Ave","Suffolk |Wdb Name: Suffolk | Region: Long Island","Suffolk","Suffolk","Long Island","William Weiss, CFO Weiss Instruments, LLC","(631) 207-1200 Ext: 122","Manufacturer of temperature and pressure instruments for HVACR and OEM customers","54",54,54,"54",54,0,"The company will be permanently closing effective 8/30/2022 affecting 54 employees. Separations will begin on 6/30/2022.","8/30/2022","Sale of the business and transferring of operations to Clemens, MI.","11-1767285","The employees are not represented by a union","Plant Closing"
"2021-09-30","September 30, 2021","September 2021","Amendment: 3/30/2022","2021-0023","Melissa Baretsky","Plant Layoff","New York Air Brake","784 Starbuck Ave.","Jefferson |Wdb Name: Jeff/Lewis | Region: North Country Region","Jefferson","Jeff/Lewis","North Country Region","Rich Kane, Senior Director of Human Resources","(315) 786-5553","Brake shop","109",109,109,"336",336,227,"Four employee separations from Phase 2 (3/18/2022 – 4/1/2022) will be extended to the 14 day periods starting on 6/3/2022 (1), the 14-day period starting on 7/1/2022 (2), and the 14-day period starting on 7/29/2022 (1).","---","Restructuring of the Strategic Business Unit (SBU) production and manufacturing operations","16-1385584","International Association of Machinists & Aerospace Workers, Lodge No. 761, District 65","Plant Layoff"
"2022-03-31","March 31, 2022","March 2022",NA,"2021-0067","Frederick Danks","Plant Layoff","Slant/Fin Corporation","100 Forest Dr #1295","Nassau |Wdb Name: Oyster Bay | Region: Long Island","Nassau","Oyster Bay","Long Island","Charles Famoso, Chief Financial Officer","(516) 484-2610 Ext: 215","Heating equipment supplier","122",122,122,"182",182,60,"The business will be permanently separating an additional 122 employees engaged in various aspects of the company’s operations. Separations will occur from June 30, 2022 to September 30, 2022.","----","Due to economic climate","11-1605575","Local 485, International Union of Electrical Workers-Communication Workers of America (IUE-CWA)","Plant Layoff"
"2022-03-31","March 31, 2022","March 2022",NA,"2021-0066","Stuart Goldberg","Plant Closing","G2 Secure Staff, LLC","at JFK International Airport","Queens |Wdb Name: New York City | Region: New York City","Queens","New York City","New York City","Diane Schoeberl, Director of Human Resources","(612) 812-2052","Provider of aviation support services to all major airlines","30",30,30,"30",30,0,"The business will be permanently separating 30 employees effective May 15, 2022. Note: American Airlines has assured G2 that all current BSO employees will have the opportunity to apply for positions with the new company, Eulen America, who will provide the services on behalf of American Airlines beginning May 16, 2022.","5/15/2022","Loss of contract with American Airlines to perform baggage services","56-2521673","SEIU-32BJ","Plant Closing"
"2022-03-31","March 31, 2022","March 2022",NA,"2021-0064","Frederick Danks","Plant Closing","MC Packaging Corporation","200 Adams Blvd.,","Nassau |Wdb Name: Oyster Bay | Region: Long Island","Nassau","Oyster Bay","Long Island","Jaimie Schoene, Company Liaison","(631) 388-1326","Manufacturing and production of folding cartons and carriers","88",88,88,"88",88,0,"Due to the current economic climate and supply chain shortages, the business will be permanently closing June 30, 2022 affecting 88 employees.","June 30, 2022","Economic","11-2124122","Local 381 United Steelworkers International Union AFL-CIO","Plant Closing"
"2022-03-31","March 31, 2022","March 2022",NA,"2021-0065","Stuart Goldberg","Plant Closing","Sanofi US (Kadmon Holdings, Inc.)","450 East 29th St.","New York |Wdb Name: New York City | Region: New York City","New York","New York City","New York City","Christopher Nuss, Human Resources Business Partner, US R&D","(617) 685-6435","Pharmaceutical company","25",25,25,"25",25,0,"Separations for 25 affected employees will begin on July 1, 2022 and will continue through no later than April 1, 2023.","April 1, 2023","Due to the acquisition of Kadmon in November 2021 and integration of resources, the business will be permanently closing.","27-1539471","The employees are not represented by a union.","Plant Closing"
"2022-03-31","March 31, 2022","March 2022",NA,"2021-0063","Stuart Goldberg","Plant Closing","Devachan Hair and Spa, Inc.","425 Broome St.","New York |Wdb Name: New York City | Region: New York City","New York","New York City","New York City","Adriana Estrada, VP","(917) 398-3434","Hair Salon","42",42,42,"42",42,0,"The salon will be permanently closing effective June 30, 2022 affecting 42 employees.","June 30, 2022","Economic","13-3792803","The employees are not represented by a union.","Plant Closing"
"2022-03-31","March 31, 2022","March 2022",NA,"2021-0062","Stuart Goldberg","Plant Closing","Research Foundation of The City University of New York - Resource Navigator Corps (at the","CUNY Graduate School of Public Health & Health Policy)","New York |Wdb Name: New York City | Region: New York City","New York","New York City","New York City","Crawford Grell, Associate Director of Human Resource","(917) 843-8321","National health foundation in New York City","75",75,0,"75",75,0,"The Research Foundation of The City University of New York - Resource Navigator Corps (at the CUNY Graduate School of Public Health & Health Policy) will be permanently separating 75 employees effective June 30, 2022.","June 30, 2022","Loss of funding","13-1988190","The employees are not represented by a union.","Plant Closing"
"2021-08-18","August 18, 2021","August 2021","And 8/26/2021 Amendment: 3/30/2022","2021-0009","Stuart Goldberg","Plant Closing","Aclara Smart Grid Solutions, LLC","1970 Pitkin Ave","Kings, Bronx |Wdb Name: New York City | Region: New York City","Kings, Bronx","New York City","New York City","Bette Jacques, Director of Human Resources","(603) 749-8224","Utilities management","565 (total employees at both sites)",565,565,"565",565,0,"Permanent separations for 91 employees will be postponed from the 14-day period commencing on 3/18/2022 to the 14-day period commencing on 4/1/2022.","The Brooklyn site closed 12/31/2021. Closing date is to be determined for the Bronx site.","Completion of stand-alone project","35-2547202","Communications Workers of America (""CWA""), Local 1109","Plant Closing"
"2022-03-10","March 10, 2022","March 2022",NA,"2021-0061","Stuart Goldberg","Plant Closing","Fridge No More Inc.","","New York |Wdb Name: New York City | Region: New York City","New York","New York City","New York City","Pavel Danilov, CEO","(929) 327-6128","15 Minute Grocery Delivery","671",671,671,"671",671,0,"The company permanently closed effective March 10, 2022 affecting a total of 671 employees at 31 sites.","March 10, 2022","Due to lack of funding and a potential buyer not moving forward with the asset purchase of the business.","85-0505943","The employees are not represented by a union.","Plant Closing Fridge No More Inc. (31 NYC sites): 76 North 4th Street, Brooklyn, NY 275 4th Ave., Brooklyn, NY 254 Livingston Street, New York, NY 45-02 11th St., Long Island City, NY 60 Freeman Street, Brooklyn, NY 103 Norfolk St., New York, NY"
"2022-02-18","February 18, 2022","February 2022",NA,"2021-0060","Stuart Goldberg","Plant Closing","Ready Responders, Inc.","600 5th Ave","New York |Wdb Name: New York City | Region: New York City","New York","New York City","New York City","Stephanie Noriea, General Counsel","(985) 778-8730","Delivers non-emergency care solutions in person to your home.","8",8,8,"8",8,0,"Separations for eight (8) employees occurred on 2/16/2022 due to the closing of the business.","2/16/2022","Close of Business","81-4280985","The employees are not represented by a union.","Plant Closing"
"2022-03-15","March 15, 2022","March 2022",NA,"2021-0059","Stuart Goldberg","Plant Closing","Portmore Delivery Service Corp.","1300 Viele Ave","Bronx |Wdb Name: New York City | Region: New York City","Bronx","New York City","New York City","Ian Bailey, Owner","(917) 676-6667","Trucking company providing freight transportation services and hauling cargo","60",60,60,"60",60,0,"Due to the non-renewal of contract with Amazon, the business will no longer be operating at Amazon Warehouse located at 1300 Viele Avenue in the Bronx. Permanent separations for 60 employees will occur June 17, 2022.","June 17, 2022","Non-renewal of contract with Amazon","84-4329983","The employees are not represented by a union.","Plant Closing"
"2021-12-22","December 22, 2021","December 2021","Amendment: 3/11/2022","2021-0037","Frederick Danks","Plant Unit Closing","Slant/Fin Corporation","100 Forest Dr #1295","Nassau |Wdb Name: Oyster Bay | Region: Long Island","Nassau","Oyster Bay","Long Island","Charles Famoso, Chief Financial Officer","(516) 484-2610 Ext: 215","Heating equipment supplier","98",98,98,"250",250,152,"An additional 11 employees will be permanently separated on 6/9/2022 (6), on 6/30/2022 (4), and on 7/31/2022 (1) due to the ceasing of the company’s production and other aspects of its baseboard lines operations. Initial separations will begin on 3/31/2022.","3/31/2022; The entire facility is not closing.","Cessation of the manufacturing of baseboard products in Greenvale.","11-1605575","Local 485, International Union of Electrical Workers - Communication Workers of America (IUE-CWA)","Plant Unit Closing"
"2022-03-07","March 7, 2022","March 2022",NA,"2021-0057","Stuart Goldberg","Plant Closing","Key Food CS 3 LLC, dba Food Universe","75-55 31st Avenue","Queens |Wdb Name: New York City | Region: New York City","Queens","New York City","New York City","Kathryn Berliner, Key Foods CS 3 LLC","(848) 202-7460","Retail food store","58",58,58,"58",58,0,"The business will be permanently closing on June 6, 2022 affecting 58 employees.","6/6/2022","Sale of Business","47-5332315","UFCW Local 342 and UFCW Local 338","Plant Closing"
"2022-03-04","March 4, 2022","March 2022",NA,"2021-0058","Stuart Goldberg","Plant Layoff","NYC Health + Hospitals","50 Water Street","New York |Wdb Name: New York City | Region: New York City","New York","New York City","New York City","Yvette Villanueva, Senior Vice President, Human Resources","(212) 788-9684","Integrated health care system of hospitals","874",874,874,"----",NA,NA,"Due to the reduced need for COVID-19 contact tracing efforts within the City of New York and the U.S. Centers for Disease Control recommendation to cease universal COVID-19 contact tracing programs, NYC Health + Hospitals will be permanently separating 874 employees of the Test and Trace Program. The separation action for the affected temporary/provisional employees is expected to occur on or near April 29, 2022. The separation action for affected managerial employees is expected to occur between May 13, 2022 and May 27, 2022.","----","Economic","----","District Council 37","Plant Layoff"
"2021-08-18","August 18, 2021","August 2021","And 8/26/2021 Amendment: 3/2/2022","2021-0009","Stuart Goldberg","Plant Closing","Aclara Smart Grid Solutions, LLC","1970 Pitkin Ave","Kings, Bronx |Wdb Name: New York City | Region: New York City","Kings, Bronx","New York City","New York City","Bette Jacques, Director of Human Resources","(603) 749-8224","Utilities management","565 (total employees at both sites)",565,565,"565",565,0,"Permanent separations for 235 employees will be postponed from the 14-day period commencing on 2/18/2022 to the 14-day period commencing on 3/18/2022.","The Brooklyn site closed 12/31/2021. Closing date is to be determined for the Bronx site.","Completion of stand-alone project","35-2547202","Communications Workers of America (""CWA""), Local 1109","Plant Closing"
"2022-02-14","February 14, 2022","February 2022",NA,"2021-0054; 2021-0055","Mike Clark, Regenna Darrah","Temporary Plant Closing","Applegreen","","Oneida |Wdb Name: Hmo | Region: Mohawk Valley Region County: Ontario |Wdb Name: Finger Lakes | Region: Finger Lakes Region","Oneida","Hmo","Mohawk Valley Region County: Ontario |WDB Name: FINGER LAKES | Region: Finger Lakes Region","Sheri Mosley, Human Resources","(302) 757-9336","A major petrol forecourt retailer","99",99,0,"99 (total affected at both sites)",99,0,"Separations will occur on May 16, 2022 for the Westmoreland facility and on June 1, 2022 for the Victor facility.",NA,"Remodeling of travel plaza sites","86-3748074","The employees are not represented by a union.","Temporary Plant Closing Applegreen sites: 2021-0054: 5365 State Route 233, Westmoreland, NY 13490 (61 employees affected) 2021-0055: 7029 Aldridge Road, Victor, NY 14564 (38 employees affected)"
