date_of_notice,card_date,month_year,date_of_notice_additional_info,event_number,rapid_response_specialist,reason_stated_for_filing,company,address,location,county,wdb_name,region,contact,phone,business_type,number_affected,raw_number_affected,rescission_amend,total_employees,raw_total_employees,not_affected,layoff_date,closing_date,reason_for_dislocation,fein_num,union,classification_and_additional_info
6/30/21,30-Jun-21,Jun-21,And 7/1/2021,2020-0486,Stuart Goldberg,Plant Layoff/Possible Plant Closing,GBG USA Inc. (Global Brands Group),(Design and Corporate Office),New York |Wdb Name: New York City | Region: New York City,New York,New York City,New York City,"Keri-Lynne Shaw, Chief People Partner GBG USA Inc.",(646) 965-1809,"Branded fashion accessories, footwear, and apparel companies",60,60,60,184,184,124,"The business permanently separated 60 employees – one on 4/8/2021, two on 4/30/2021 and 57 on 7/1/2021 due to integration of functions across brands and economic. The company is working diligently to achieve a sale of all or a portion of its business. The business may have additional separations affecting up to 124 employees remaining on site.",TBD,Integration of functions across brands and Economic,94-3032467,The employees are not represented by a union.,Plant Layoff/Possible Plant Closing
6/2/21,2-Jun-21,Jun-21,Rescission: 6/24/2021,2020-0475,Elias Flores,Plant Closing,"Jewish Board of Family & Children's Services, Inc.",The Herschel Alt Westchester Children's Day Treatment Ctr,Westchester |Wdb Name: Westch/Ptnm | Region: Mid-Hudson Region,Westchester,Westch/Ptnm,Mid-Hudson Region,"Germine James, Human Resources Director",(914) 773-7620,Children's Services Center,5,5,0,5,5,0,"The Jewish Board of Family and Children’s Services, Inc. will be permanently separating five (5) employees in connection with the closing of The Herschel Alt Westchester Children's Day Treatment Ctr. All employee separations in connection with this action are expected to occur during the 14-day period starting on 8/31/2021. The Jewish Board received notification from the Office of Mental Health that The Herschel Alt Westchester Children's Day Treatment Center will remain in operation until June 30, 2022.",8/31/21,Economic,13-5564937,"Community and Social Agency Employees, District Council 37, AFSCME, AFL-CIO Local 215",Plant Closing
4/8/20,8-Apr-20,Apr-20,Amendment: 7/1/2021,2019-1187,Stuart Goldberg,Plant Layoff,Michael Page International Inc.,"622 Third Avenue, 29th Floor",New York |Wdb Name: New York City | Region: New York City,New York,New York City,New York City,"Alyssa Williams, Head of HR Operations",(203) 905-5216,Employment Agency,304,304,304,337,337,33,Two additional employees were permanently separated – one on 6/18/2021 and one on 6/21/2021. Separations began on or about 4/8/2020.,-----,Unforeseeable business circumstances prompted by COVID-19.,65-0790985,The employees are not represented by a union.,Plant Layoff
6/30/21,30-Jun-21,Jun-21,NA,2020-0485,Elias Flores,Plant Closing,"C & S Wholesale Grocers, Inc.",1500 Corporate Boulevard,Orange |Wdb Name: Orange | Region: Mid-Hudson Region,Orange,Orange,Mid-Hudson Region,"Kim Vestea, Senior Human Resources Business Partner",(845) 469-8013,General Line Grocery Merchant Wholesalers,304,304,0,304,304,0,Separations are expected to occur during the 14-day period starting on 10/2/2021. Separations dates for some employees may be extended beyond the 14-day period starting on 10/2/2021.,10/2/21,The Newburgh warehouse will be closing as a result of a decision by one of their largest customers to move to a self-distribution model.,04-1140950,The employees are not represented by a union.,Plant Closing
3/19/21,19-Mar-21,Mar-21,Amendment: 6/24/2021,2020-0441,Stuart Goldberg,Possible Plant Closing,"Somos Healthcare Providers, Inc.","2910 Exterior Street, 1st Floor",Bronx |Wdb Name: New York City | Region: New York City,Bronx,New York City,New York City,"Liz Webb, VP of Human Resources",(516) 642-4068,Community care and advocate community provider,121,121,121,121,121,0,Permanent layoffs for 121 employees on site will be extended from 6/30/2021 to 9/30/2021. The business has not yet determined if the site will be closing.,To be determined,Reorganization of the corporation,47-2528627,The employees are not represented by a union.,Possible Plant Closing
6/24/21,24-Jun-21,Jun-21,NA,2020-0484,Stuart Goldberg,Plant Layoff,Sky Chefs Inc.,"JFK International Airport, West Hangar Road, Building 139",Queens |Wdb Name: New York City | Region: New York City,Queens,New York City,New York City,"Rosa Morales, Human Resources Manager",(929) 244-4133,Airline Catering Company,439,439,439,----,NA,NA,"The expected date of the first separation will be 10/1/2021. The total number of potentially affected employees is 439. However, given the unpredictable nature of the current global COVID-19 pandemic, the number of employees to be actually affected by the layoff is unforeseeable and may change as they near the date of separation.",----,Unpredictable nature of the current global COVID-19 pandemic,13-1318367,UNITE HERE International Union,Plant Layoff
6/24/21,24-Jun-21,Jun-21,NA,2020-0482,Elias Flores,Plant Closing (5th Phase),Concordia College,171 White Plains Rd.,Westchester |Wdb Name: Westch/Ptnm | Region: Mid-Hudson Region,Westchester,Westch/Ptnm,Mid-Hudson Region,"Theresa Vidal, Director of Human Resources",(914) 337-9300 Ext: 2116,Liberal arts college,5,5,5,----,NA,NA,A fifth phase of separations affecting 5 employees will occur during the 14-day period starting on 9/30/2021.,"Eventually, the entire college will permanently close (exact date yet to be determined).",Unforeseeable business circumstances prompted by COVID-19.,13-1740448,The employees are not represented by a union.,Plant Closing (5th Phase)
3/1/21,1-Mar-21,Mar-21,Amendment: 6/24/2021,2020-0427,Elias Flores,Plant Closing (1st Phase),Concordia College,171 White Plains Rd.,Westchester |Wdb Name: Westch/Ptnm | Region: Mid-Hudson Region,Westchester,Westch/Ptnm,Mid-Hudson Region,"Theresa Vidal, Director of Human Resources",(914) 337-9300 Ext: 2116,Liberal arts college,127,127,127,The college currently has approximately 300 employees on site.,NA,NA,"Two (2) employees that were previously identified as being separated during the 14-day period staring on 5/31/2021, will have their anticipated separation date extended to 7/31/2021 and three (3) employees will have their anticipated separation date extended to 8/31/2021.",To be determined,Unforeseeable business circumstances prompted by COVID-19.,13-1740448,The employees are not represented by a union.,Plant Closing (1st Phase)
6/24/21,24-Jun-21,Jun-21,NA,2020-0483,Stuart Goldberg,Plant Closing,PVH Corp. (Heritage Brands),,Queens |Wdb Name: New York City | Region: New York City,Queens,New York City,New York City,"Lori Maurer, Senior VP, HR",(908) 698-5290,Fashion company,105,105,105,105,105,0,The business will be selling its Heritage Brands business potentially affecting 105 employees at two NYC sites. The sale is expected to occur in August 2021 with separations anticipated to begin on 10/1/2021.,Aug-21,Sale of business,13-1166910,The employees are not represented by a union.,"Plant Closing PVH Corp. (Heritage Brands) sites: 200 Madison Ave, New York, NY 10016 (69 employees affected) 501 7th Ave, New York, NY 10018 (36 employees affected)"
6/22/21,22-Jun-21,Jun-21,NA,2020-0481,Michele Taylor,Plant Closing,"CTG, Inc. (at IBM-Anthem site)","40 Fountain Plaza, Suite 800",Erie |Wdb Name: Erie | Region: Western Region,Erie,Erie,Western Region,"Erin Delisanti, HR Director",(716) 887-7315,"CTG, Inc. provided services to IBM to staff a Helpdesk for Anthem Insurance Companies, Inc.",84,84,84,84,84,0,IBM notified CTG that the IBM/Anthem contract is ending prematurely on 8/31/2021 and 84 employees will be permanently separated effective that date.,8/31/21,Contract Ended,16-0912632,The employees are not represented by a union.,Plant Closing
6/14/21,14-Jun-21,Jun-21,NA,2020-0480,Elias Flores,Plant Closing,"Aramark Facility Services, LLC (at Mercy College)",555 Broadway,Westchester |Wdb Name: Westch/Ptnm | Region: Mid-Hudson Region,Westchester,Westch/Ptnm,Mid-Hudson Region,"Edward Alex Boland, District Manager",(267) 582-9373,"Provides food service, facilities and uniform services to hospitals, universities, school districts, stadiums and other businesses around the world.",35,35,35,35,35,0,"Aramark Facility Services, LLC will not be retained to provide facilities services at Mercy College beyond June 30, 2021. The contract cessation will affect 35 employees with separations occurring on June 30, 2021",6/30/21,Contract Loss,20-8482211,IU0E Local 30,Plant Closing
4/8/20,8-Apr-20,Apr-20,Amendment: 6/18/2021,2019-1187,Stuart Goldberg,Plant Layoff,Michael Page International Inc.,"622 Third Avenue, 29th Floor",New York |Wdb Name: New York City | Region: New York City,New York,New York City,New York City,"Alyssa Williams, Head of HR Operations",(203) 905-5216,Employment Agency,302,302,302,337,337,35,An additional one employee was permanently separated on 6/4/2021. Separations began on or about 4/8/2020.,-----,Unforeseeable business circumstances prompted by COVID-19.,65-0790985,The employees are not represented by a union.,Plant Layoff
11/11/20,11-Nov-20,Nov-20,Amendment: 6/16/2021,2020-0358,Paula Yerdon,Plant Closing,"BCS Automotive Interface Solutions U.S., LLC",2150 Cranebrook Drive,Cayuga |Wdb Name: Cayuga/Cort | Region: Central Region,Cayuga,Cayuga/Cort,Central Region,"Ana Rolbiecki, HR Manager",(507) 494-2729 and (608) 582-7179,Supplying vehicle manufacturers globally,107,107,107,107,107,0,"Separations for 107 remaining employees will occur in phases. These layoffs are being extended from 6/17/2021 to 6/30/2021, with full closure of the business by 7/30/2021.",7/30/21,"Economic - transferring products/production lines to their Winona, Minnesota and Reynosa, Mexico facilities.",82-4699941,"National ICWU International Representative Frank Cyphers, ICWU Local 192-C President Terri Alcock, ICWU Unit Chair/Chief Steward Gerry Setley",Plant Closing
6/15/21,15-Jun-21,Jun-21,NA,2020-0479,Melissa Baretsky,Plant Closing,"United Helpers Nursing Home, Inc. d/b/a United Helpers Rehabilitation and Senior Care, Ogdensburg",8101 State Highway 68,"St, Lawrence |Wdb Name: St Lawrence | Region: North Country Region","St, Lawrence",St Lawrence,North Country Region,"Michelle Matthews, VP of Human Resources",(315) 383-3072,Nursing Home,213,213,213,213,213,0,The expected date of the first separation of employees is 9/1/2021 but no later than 9/14/2021.,To be determined,Economic,23-7666582,The employees are not represented by a union.,Plant Closing
3/30/20,30-Mar-20,Mar-20,Rescission: 6/16/2021,2019-0904,Stuart Goldberg,Plant Layoff,"Paragon Sports, LLC",867 Broadway,New York |Wdb Name: New York City | Region: New York City,New York,New York City,New York City,"Andrea Ross, Human Resources Consltant",(212) 255-8036 Ext: 2301,Sporting Goods,235,235,0,-----,NA,NA,"Permanent separations that were expected to occur on June 20, 2021 for 45 employees have been rescinded.",-----,Unforeseeable business circumstances prompted by COVID-19.,13-3848673,The employees are not represented by a union.,Plant Layoff
6/15/21,15-Jun-21,Jun-21,NA,2020-0478,Stuart Goldberg,Plant Closing,Urban Resource Institute,"(@Metro Inn, Travel Lodge, Ozone Inn & City View)",Queens |Wdb Name: New York City | Region: New York City,Queens,New York City,New York City,"Nicolaine M. Lazarre, General Counsel and Chief Compliance Officer",(646) 629-0815,Provide victims of domestic violence and abuse a safe place to find shelter.,49 (total at all sites),49,49,49,49,0,The City of New York Department of Homeless Services is cancelling the contracts pursuant to which URI provides housing for the homeless. Closings will occur on 9/30/2021 and 11/30/2021.,9/30/2021 and 11/30/2021,Economic,11-2561648,The employees are not represented by a union.,"Plant Closing Urban Resource Institute sites: Metro Inn - 144-36 153rd Lane, 2nd Floor, Jamaica, NY 11434 (18 employees affected) Closing Date: 9/30/2021 Travel Lodge - 13 7-30 Redding Street, Ozone Park, NY 11417 (13 employees affected) Closing Date: 9/30/2021 Ozone Inn - 137-08 Redding Street, Ozone Park, NY 11417 (5 employees affected) Closing Date: 11/30/2021 City View - 33-17 Greenpoint Avenue, Long Island City, NY 11101 (13 employees affected) Closing Date: 11/30/2021"
6/8/21,8-Jun-21,Jun-21,NA,2020-0477,Frederick Danks,Possible Plant Layoff/Plant Closing,"Bouchard Transportation Company, Inc.",58 S Service Rd #150,Suffolk |Wdb Name: Suffolk | Region: Long Island,Suffolk,Suffolk,Long Island,"Matthew D. Ray, Chief Restructuring Officer",(312) 781-7525,Transportation service,108,108,108,----,NA,NA,"The Company is currently in the process of seeking a purchaser of Bouchard or its assets which may also elect to continue the employment of all or a substantial number of employees. Otherwise, depending on the terms of a purchase transaction, the Company may need to engage in employee layoffs that may begin on 7/15/2021 and continue through 8/15/2021.","8/15/2021 If the Company closes the facility, it is expected that the majority of (or all) employees located at the facility will be permanently terminated.",Economic,13-4966190,The employees are not represented by a union.,Possible Plant Layoff/Plant Closing
6/3/21,3-Jun-21,Jun-21,NA,2020-0476,Michele Taylor,Permanent Plant Layoff,"Sonwil Distribution Center, Inc.",,Erie |Wdb Name: Erie | Region: Western Region,Erie,Erie,Western Region,"Ms. Raeni Ware, Chief Talent Officer, Sonwil Distribution Center, Inc.",(716) 206-1835,Warehousing and Distribution,237 total employees at all sites (180 Permanent; 57 Temporary),237,237,569,569,332,"Separations will occur in phases beginning on or about August 31, 2021 until on or about September 30, 2021 or within 14 days thereafter. Please note the business may be able to reduce the total of affected employees by approximately 50%. The business will be offering employees other opportunities throughout the Organization prior to the layoff as they become available and based upon qualifications.",To be determined,Major customer contract termination,16-0911273,The employees are not represented by a union.,"Permanent Plant Layoff Sonwil Distribution Center, Inc. sites: 315 Ship Canal Parkway,Buffalo, NY 14218 (64 total employees affected, 55 permanent, 9 temporary employees) 2475 George Urban Boulevard, Depew, NY 14043 (69 total employees affected,46 permanent, 23 temporary employees) 100 Centre Drive, Orchard Park, NY 14127 (104 total employees affected, 79 permanent, 25 temporary employees)"
6/2/21,2-Jun-21,Jun-21,NA,2020-0475,Elias Flores,Plant Closing,"Jewish Board of Family & Children's Services, Inc.",The Herschel Alt Westchester Children's Day Treatment Ctr,Westchester |Wdb Name: Westch/Ptnm | Region: Mid-Hudson Region,Westchester,Westch/Ptnm,Mid-Hudson Region,"Germine James, Human Resources Director",(914) 773-7620,Children's Services Center,5,5,0,5,5,0,"The Jewish Board of Family and Children’s Services, Inc. will be permanently separating five (5) employees in connection with the closing of The Herschel Alt Westchester Children's Day Treatment Ctr. All employee separations in connection with this action are expected to occur during the 14-day period starting on 8/31/2021.",8/31/21,Economic,13-5564937,"Community and Social Agency Employees, District Council 37, AFSCME, AFL-CIO Local 215",Plant Closing
6/2/21,2-Jun-21,Jun-21,NA,2020-0474,Stuart Goldberg,Plant Closing,"Jewish Board of Family & Children's Services, Inc.",The Ittleson Children's Day Treatment Ctr,Bronx |Wdb Name: New York City | Region: New York City,Bronx,New York City,New York City,"Germine James, Human Resources Director",(914) 773-7620,Children's Services Center,4,4,4,4,4,0,"The Jewish Board of Family and Children’s Services, Inc. will be permanently separating four (4) employees in connection with the closing of The Ittleson Children's Day Treatment Center. All employee separations in connection with this action are expected to occur during the 14-day period starting on 8/31/2021",8/31/21,Economic,13-5564937,"Community and Social Agency Employees, District Council 37, AFSCME, AFL-CIO Local 215",Plant Closing
5/24/21,24-May-21,May-21,NA,2020-0473,Stuart Goldberg,Plant Closing,Community Development Institute Head Start,216 Beach 87th Street,Queens |Wdb Name: New York City | Region: New York City,Queens,New York City,New York City,"Jayne Garcia, Site Manager",(510) 390-0738,Head Start,63,63,63,63,63,0,CDI HS plans to permanently separate 63 employees effective 8/31/2021 or within the 14-day period beginning of that date.,8/31/21,"Community Development Institute Head Start (CDI HS) was assigned as the short-term interim operator of the Rockaway Beach, NY Head Start/Early Head Start program. CDI HS has been advised that a replacement grantee has been awarded a grant by the Regional Office of the Office of Head Start effective 9/1/2021.",84-1548541,The employees are not represented by a union.,Plant Closing
4/8/20,8-Apr-20,Apr-20,Amendment: 5/27/2021,2019-1187,Stuart Goldberg,Plant Layoff,Michael Page International Inc.,"622 Third Avenue, 29th Floor",New York |Wdb Name: New York City | Region: New York City,New York,New York City,New York City,"Alyssa Williams, Head of HR Operations",(203) 905-5216,Employment Agency,301,301,301,----,NA,NA,An additional 7 employees have been permanently separated between 5/4/2021 and 5/21/2021. Separations began on or about 4/8/2020.,-----,Unforeseeable business circumstances prompted by COVID-19.,65-0790985,The employees are not represented by a union.,Plant Layoff
5/24/21,24-May-21,May-21,NA,2020-0472,Elias Flores,Plant Closing (4th Phase),Concordia College,171 White Plains Rd.,Westchester |Wdb Name: Westch/Ptnm | Region: Mid-Hudson Region,Westchester,Westch/Ptnm,Mid-Hudson Region,"Theresa Vidal, Director of Human Resources",(914) 337-9300 Ext: 2116,Liberal arts college,97,97,0,----,NA,NA,A fourth phase of separations affecting 97 employees will occur during the 14-day period starting on 8/31/2021.,To be determined,Unforeseeable business circumstances prompted by COVID-19.,13-1740448,The employees are not represented by a union.,Plant Closing (4th Phase)
3/1/21,1-Mar-21,Mar-21,Amendment: 5/24/2021,2020-0427,Elias Flores,Plant Closing (1st Phase),Concordia College,171 White Plains Rd.,Westchester |Wdb Name: Westch/Ptnm | Region: Mid-Hudson Region,Westchester,Westch/Ptnm,Mid-Hudson Region,"Theresa Vidal, Director of Human Resources",(914) 337-9300 Ext: 2116,Liberal arts college,127,127,127,The college currently has approximately 300 employees on site.,NA,NA,"One (1) employee that was previously identified as being separated during the 14- day period staring on 5/31/2021, will have their anticipated separation date extended to 12/31/2021.",To be determined,Unforeseeable business circumstances prompted by COVID-19.,13-1740448,The employees are not represented by a union.,Plant Closing (1st Phase)
8/7/20,7-Aug-20,Aug-20,Amended: 12/7/2020 And 5/21/2021,2020-0103,Michael Clark,Temporary Plant Layoff/Plant Layoff,"Amsterdam Printing & Litho, Inc.",166 Wallins Corners Road,Montgomery | Wdb Name: Fms | Region: Mohawk Valley,NA,Fms,Mohawk Valley,"Jason Moreau, President",(518) 954-2831,Sign manufacturer,130,130,130,----,NA,NA,"Furloughs that occurred on 3/30/2020 and 4/13/2020 for 81 employees became permanent on 10/5/2020 (1), 12/7/2020 (76), 1/8/2021 (1), and 1/9/2021 (3).",----,Unforeseeable business circumstances prompted by COVID-19,41-1826965,The employees are not represented by a union.,Temporary Plant Layoff/Plant Layoff
5/21/21,21-May-21,May-21,NA,2020-0471,Stuart Goldberg,Plant Closing,"Noamex, Inc.",Clothing Operation and Logistics Operation,Kings |Wdb Name: New York City | Region: New York City,Kings,New York City,New York City,"Michael Schefren, Vice President",(718) 342-2278,Wholesaler of used clothing,90,90,90,90,90,0,"Separations will occur on or about August 22, 2021. It is anticipated the Logistics Operation will be relocated to a facility within a reasonable travel distance and remain open for the foreseeable future. The five (5) employees working in the Logistics Operation will be offered transfers to this facility.",8/22/21,Economic,11-2098741,The employees are not represented by a union.,Plant Closing
6/5/20,5-Jun-20,Jun-20,Amendment: 5/14/2021,2019-1768,Stuart Goldberg,Plant Unit Closing,Cantor Fitzgerald Securities (Operations Division),55 Water Street,New York | Wdb Name: New York City | Region: New York City,NA,New York City,New York City,"Ms. Patricia Dreste, Managing Director, Head of Human Resources",(212) 610-2254,Commodity Contracts Brokerage,29,29,29,29,29,0,Separations for 29 remaining employees will be extended from 5/15/2021 to 7/15/2021.,31-Dec-20,Company is relocating to an out-of-state location.,13-3680187,The employees are not represented by a union.,Plant Unit Closing
4/8/20,8-Apr-20,Apr-20,Amendment: 5/14/2021,2019-1187,Stuart Goldberg,Plant Layoff,Michael Page International Inc.,"622 Third Avenue, 29th Floor",New York |Wdb Name: New York City | Region: New York City,New York,New York City,New York City,"Alyssa Williams, Head of HR Operations",(203) 905-5216,Employment Agency,294,294,294,----,NA,NA,An additional 11 employees have been permanently separated between 4/12/2021 and 4/30/2021. Separations began on or about 4/8/2020.,-----,Unforeseeable business circumstances prompted by COVID-19.,65-0790985,The employees are not represented by a union.,Plant Layoff
7/13/20,13-Jul-20,Jul-20,Amendment: 4/13/2021,2020-0037,Stuart Goldberg,Temporary Plant Layoff,Conrad Management LLC dba Conrad New York Midtown,151 West 54th Street,New York |Wdb Name: New York City | Region: New York City,New York,New York City,New York City,"Boris Guerov, General Manager",(917) 355-9952,Hotel,341,341,341,----,NA,NA,Permanent separations for nine (9) non-union employees that were previously furloughed starting on 3/16/2020 will occur on 5/4/2021. The hotel currently remains closed and 332 employees remain on temporary layoff.,----,Unforeseeable business circumstances prompted by COVID-19.,84-2078454,NA,Temporary Plant Layoff
2/11/21,11-Feb-21,Feb-21,Amendment: 4/23/2021,2020-0423,Stuart Goldberg,Plant Closing,"Acitrezza, LLC (Agata & Valentina store)",64 University Place,New York |Wdb Name: New York City | Region: New York City,New York,New York City,New York City,"Liz Patti, VP, HR Director",(212) 452-0690 Ext: 1400,Specialty Food,59,59,59,59,59,0,"The business closed the store on 4/26/2021, earlier than they previously anticipated. Of the 59 total affected employees, 31 were offered the opportunity to transfer to their Upper East Side store located at 1505 First Avenue. Note: Employees who were not offered the opportunity to transfer will remain on the payroll with full wages and benefits through 5/12/2021.",4/26/21,Economic,45-1196450,The employees are not represented by a union.,Plant Closing
5/6/21,6-May-21,May-21,NA,2020-0470,Frederick Danks,Plant Layoff,Biodex Medical Systems,49 Natcon Rd. & 20 Ramsey Rd.,Suffolk |Wdb Name: Suffolk | Region: Long Island,Suffolk,Suffolk,Long Island,"Elizabeth Ditroia, Human Resource Business Partner",(631) 924-9000 Ext: 2155,Offers advances in nuclear medicine and molecular imaging solutions.,41,41,0,127,127,86,"A total of 41 employees will be permanently separated during the 14-day period starting on August 6, 2021.",----,Economic,11-2000906,The employees are not represented by a union.,"Plant Layoff Biodex Medical Systems sites: 49 Natcon Road, Shirley, NY 11967 (14 employees affected) 20 Ramsey Road, Shirley, NY 11967 (27 employees affected)"
4/28/21,28-Apr-21,Apr-21,NA,2020-0469,Elias Flores,Plant Closing,Westchester Community Opportunity Program (WestCOP),(Head Start-Early Head Start Program),Westchester |Wdb Name: Westch/Ptnm | Region: Mid-Hudson Region,Westchester,Westch/Ptnm,Mid-Hudson Region,"Barbara McLaughlin, Early Childhood Director",(914) 592-5600 Ext: 112,Educational Pre-School,346,346,346,346,346,0,"Permanent separations affecting 346 employees will occur at 18 WestCOP sites. Separations will occur in two phases – one on June 30, 2021 and one on July 30, 2021.",6/30/2021 & 7/30/2021,The expiration of the WestCOP Head Start/Early Head Start grant,13-2547122,The employees are not represented by a union.,"Plant Closing Westchester Community Opportunity Program sites: ABOD = Aunt Bessie's Day Care, Peekskill, NY (18 employees affected) CAG = Mount Vernon CAG, Mount Vernon CAG (29 employees affected) CCFL = Children's Center for Learning, Mamaroneck, NY (17 employees affected) MCDC = Mamaroneck Child Development Center, Mamaroneck, NY (11 employees affected) Mt Kisco = Mount Kisco Head Start, Chappaqua, NY (9 employees affected)"
4/29/21,29-Apr-21,Apr-21,NA,2020-0468,Elias Flores,Plant Closing,Greenburgh Central School District,(Head Start),Westchester |Wdb Name: Westch/Ptnm | Region: Mid-Hudson Region,Westchester,Westch/Ptnm,Mid-Hudson Region,"Corey W. Reynolds, Assistant Superintendent for Curriculum, Instruction and Personnel",(914) 751-6000,Educational Pre-School services,4,4,4,4,4,0,"Four teachers in the Head Start Program at the Greenburgh Central School District will be permanently separated effective 7/31/2021 as a result of the grant agreement termination between the school district and WestCOP, the Head Start Grantee.",7/31/21,Termination of grant agreement,13-2615395,Greenburgh Teachers Federation,Plant Closing
4/27/21,27-Apr-21,Apr-21,NA,2020-0467,Regenna Darrah,Plant Closing,"Delaware North Companies Travel Hospitality Services, Inc.","(Pembroke, Scottsville & Seneca Travel Plazas NYS Thruway)",Genesee-Monroe- Ontario |Wdb Name: Glow-Monroe- Ontario | Region: Finger Lakes Region,Genesee-Monroe- Ontario,Glow-Monroe- Ontario,Finger Lakes Region,"Kent Leininger, Human Resources Business Partner",(406) 599-8094,Food service,122,122,122,122,122,0,"The business will be closing its Pembroke, Scottsville & Seneca Travel Plazas restaurant located on the NYS Thruway effective 7/29/2021 as a result of the expiration of its contract with the New York State Thruway Authority.",7/29/21,Expiration of contract,16-1290359,The employees are not represented by a union.,"Plant Closing Delaware North Companies Travel Hospitality Services, Inc. sites: Pembroke Travel Plazas NYS Thruway 8319 Indian Falls Rd.; Corfu, NY 14036 (43 employees affected) Scottsville Travel Plazas NYS Thruway 20 Erie Station Road, West Henrietta, 14586 (47 employees affected) Seneca Travel Plazas NYS Thruway,7029 Aldridge Road; Victor, NY 14564 (32 employees affected)"
4/27/21,27-Apr-21,Apr-21,NA,2020-0466,Michele Taylor,Plant Closing,"Delaware North Companies Travel Hospitality Services, Inc.",Clarence Travel Plaza NYS Thruway,Erie |Wdb Name: Erie | Region: Western Region,Erie,Erie,Western Region,"Kent Leininger, Human Resources Business Partner",(406) 599-8094,Food service,36,36,36,36,36,0,The business will be closing its Clarence Travel Plaza restaurant located on the NYS Thruway effective 7/29/2021 as a result of the expiration of its contract with the New York State Thruway Authority.,7/29/21,Expiration of contract,16-1290359,The employees are not represented by a union.,Plant Closing
4/8/20,8-Apr-20,Apr-20,Amendment: 4/30/2021,2019-1187,Stuart Goldberg,Plant Layoff,Michael Page International Inc.,"622 Third Avenue, 29th Floor",New York |Wdb Name: New York City | Region: New York City,New York,New York City,New York City,"Alyssa Williams, Head of HR Operations",(203) 905-5216,Employment Agency,283,283,283,----,NA,NA,An additional 10 employees have been permanently separated between 4/2/2021 and 4/21/2021. Separations began on or about 4/8/2020.,-----,Unforeseeable business circumstances prompted by COVID-19.,65-0790985,The employees are not represented by a union.,Plant Layoff
4/29/21,29-Apr-21,Apr-21,NA,2020-0465,Elias Flores,Plant Closing (3rd Phase),Concordia College,171 White Plains Rd.,Westchester |Wdb Name: Westch/Ptnm | Region: Mid-Hudson Region,Westchester,Westch/Ptnm,Mid-Hudson Region,"Theresa Vidal, Director of Human Resources",(914) 337-9300 Ext: 2116,Liberal arts college,8,8,0,The college currently has approximately 300 employees on site.,NA,NA,A third phase of separations affecting eight (8) employees will occur during the 14- day period starting on 7/31/2021.,To be determined,Unforeseeable business circumstances prompted by COVID-19.,13-1740448,The employees are not represented by a union.,Plant Closing (3rd Phase)
3/1/21,1-Mar-21,Mar-21,Amendment: 4/29/2021,2020-0427,Elias Flores,Plant Closing (1st Phase),Concordia College,171 White Plains Rd.,Westchester |Wdb Name: Westch/Ptnm | Region: Mid-Hudson Region,Westchester,Westch/Ptnm,Mid-Hudson Region,"Theresa Vidal, Director of Human Resources",(914) 337-9300 Ext: 2116,Liberal arts college,127,127,127,The college currently has approximately 300 employees on site.,NA,NA,"Three (3) employees that were previously identified as being separated during the 14-day period starting on 5/31/2021, will have their anticipated separation date extended to 8/31/2021 (2) and 10/31/2021 (1).",To be determined,Unforeseeable business circumstances prompted by COVID-19.,13-1740448,The employees are not represented by a union.,Plant Closing (1st Phase)
4/29/21,29-Apr-21,Apr-21,NA,2020-0464,Michele Taylor,Plant Closing,"Siemens Energy, Inc. (Olean)",500 Paul Clark Dr.,Cattaraugus |Wdb Name: All/Cat | Region: Western Region,Cattaraugus,All/Cat,Western Region,"Susan Blazejewski, Human Resources Business Partner",(716) 375-3748,Manufacturer of air and gas compressors,421,421,421,421,421,0,"Separations will begin on July 23, 2021, and it is anticipated that they will continue through June 20, 2022. During the first phase, 41 employees will be affected during the period of 7/23/2021 – 8/6/2021.",6/30/22,"Economic- The business will cease all manufacturing, assembly, and test operations affecting a total of 421 employees.",13-3987280,"USWA, Local 4601",Plant Closing
